notation,prefLabel
85.235,Fäärinkieliset kuvakirjat
85.24,Saksankieliset kuvakirjat
85.243,Friisinkieliset kuvakirjat
85.248,Hollanninkieliset kuvakirjat
85.25,Englanninkieliset kuvakirjat
85.26,Romaanisilla kielillä julkaistut kuvakirjat
85.261,Ranskankieliset kuvakirjat
85.262,Italiankieliset kuvakirjat
85.263,Espanjankieliset kuvakirjat
85.264,Portugalinkieliset kuvakirjat
85.265,Romaniankieliset kuvakirjat
85.267,Muilla romaanisilla kielillä julkaistut kuvakirjat
85.27,Slaavilaisilla ja balttilaisilla kielillä julkaistut kuvakirjat
85.271,Venäjänkieliset kuvakirjat
85.272,Ukrainankieliset kuvakirjat. Valkovenäjänkieliset kuvakirjat
85.273,Puolankieliset kuvakirjat
85.274,Tsekinkieliset kuvakirjat
85.275,Slovakinkieliset kuvakirjat
85.276,Eteläslaavilaisilla kielillä julkaistut kuvakirjat
85.2761,Bulgariankieliset kuvakirjat
85.2762,Makedoniankieliset kuvakirjat
85.2763,Sloveeninkieliset kuvakirjat
85.2764,Serbiankieliset kuvakirjat
85.2765,Kroaatinkieliset kuvakirjat
85.2766,Bosniankieliset kuvakirjat
85.278,Balttilaisilla kielillä julkaistut kuvakirjat
85.2781,Latviankieliset kuvakirjat
85.2782,Liettuankieliset kuvakirjat
85.28,Muilla indoeurooppalaisilla kielillä julkaistut kuvakirjat
85.281,Kreikankieliset kuvakirjat
85.2812,Nykykreikankieliset kuvakirjat
85.282,Latinankieliset kuvakirjat
85.283,Indoiraanisilla kielillä julkaistut kuvakirjat
85.2831,Persiankieliset kuvakirjat
85.2832,Kurdinkieliset kuvakirjat
85.284,Albaniankieliset kuvakirjat
85.288,Kelttiläisillä kielillä julkaistut kuvakirjat
85.29,Muilla kielillä julkaistut kuvakirjat
85.291,Turkinkieliset kuvakirjat
85.292,Seemiläisillä kielillä julkaistut kuvakirjat
85.2922,Hepreankieliset kuvakirjat
85.2923,Arabiankieliset kuvakirjat
85.293,Haamilaisilla kielillä julkaistut kuvakirjat. Somalinkieliset kuvakirjat
85.294,Tiibetiläis-burmalaisilla kielillä julkaistut kuvakirjat
85.2943,Kiinankieliset kuvakirjat
85.2946,Thainkieliset kuvakirjat
85.2948,Vietnaminkieliset kuvakirjat
85.295,Japanin- ja koreankieliset kuvakirjat
85.2951,Japaninkieliset kuvakirjat
85.2955,Koreankieliset kuvakirjat
85.296,Afrikkalaisilla kielillä julkaistut kuvakirjat
85.298,Eskimo- ja intiaanikielillä julkaistut kuvakirjat
85.299,Muilla ei-indoeurooppalaisilla kielillä julkaistut kuvakirjat
85.2991,Keinotekoisilla kielillä julkaistut kuvakirjat
85.3,SARJAKUVAT
85.32,Suomenkieliset sarjakuvat
85.321,Meänkieliset sarjakuvat
85.322,Kveeninkieliset sarjakuvat
85.323,Vironkieliset sarjakuvat
85.324,Muilla itämerensuomalaisilla kielillä julkaistut sarjakuvat
85.325,Muilla suomalais-ugrilaisilla kielillä julkaistut sarjakuvat
85.3251,Unkarinkieliset sarjakuvat
85.3252,Saamenkieliset sarjakuvat
85.33,Pohjoismaisilla kielillä julkaistut sarjakuvat
85.331,Ruotsinkieliset sarjakuvat
85.332,Norjankieliset sarjakuvat
85.333,Tanskankieliset sarjakuvat
85.334,Islanninkieliset sarjakuvat
85.335,Fäärinkieliset sarjakuvat
85.34,Saksankieliset sarjakuvat
85.343,Friisinkieliset sarjakuvat
85.348,Hollanninkieliset sarjakuvat
85.35,Englanninkieliset sarjakuvat
85.36,Romaanisilla kielillä julkaistut sarjakuvat
85.361,Ranskankieliset sarjakuvat
85.362,Italiankieliset sarjakuvat
85.363,Espanjankieliset sarjakuvat
85.364,Portugalinkieliset sarjakuvat
85.365,Romaniankieliset sarjakuvat
85.367,Muilla romaanisilla kielillä julkaistut sarjakuvat
85.37,Slaavilaisilla ja balttilaisilla kielillä julkaistut sarjakuvat
85.371,Venäjänkieliset sarjakuvat
85.372,Ukrainankieliset sarjakuvat. Valkovenäjänkieliset sarjakuvat
85.373,Puolankieliset sarjakuvat
85.374,Tsekinkieliset sarjakuvat
85.375,Slovakinkieliset sarjakuvat
85.376,Eteläslaavilaisilla kielillä julkaistut sarjakuvat
85.3761,Bulgariankieliset sarjakuvat
85.3762,Makedoniankieliset sarjakuvat
85.3763,Sloveeninkieliset sarjakuvat
85.3764,Serbiankieliset sarjakuvat
85.3765,Kroaatinkieliset sarjakuvat
85.3766,Bosniankieliset sarjakuvat
85.378,Balttilaisilla kielillä julkaistut sarjakuvat
85.3781,Latviankieliset sarjakuvat
85.3782,Liettuankieliset sarjakuvat
85.38,Muilla indoeurooppalaisilla kielillä julkaistut sarjakuvat
85.381,Kreikankieliset sarjakuvat
85.3812,Nykykreikankieliset sarjakuvat
85.382,Latinankieliset sarjakuvat
85.383,Indoiraanisilla kielillä julkaistut sarjakuvat
85.3831,Persiankieliset sarjakuvat
85.3832,Kurdinkieliset sarjakuvat
85.384,Albaniankieliset sarjakuvat
85.388,Kelttiläisillä kielillä julkaistut sarjakuvat
85.39,Muilla kielillä julkaistut sarjakuvat
85.391,Turkinkieliset sarjakuvat
85.392,Seemiläisillä kielillä julkaistut sarjakuvat
85.3922,Hepreankieliset sarjakuvat
85.3923,Arabiankieliset sarjakuvat
85.393,Haamilaisilla kielillä julkaistut sarjakuvat. Somalinkieliset sarjakuvat
85.394,Tiibetiläis-burmalaisilla kielillä julkaistut sarjakuvat
85.3943,Kiinankieliset sarjakuvat
85.3946,Thainkieliset sarjakuvat
85.3948,Vietnaminkieliset sarjakuvat
85.395,Japanin- ja koreankieliset sarjakuvat
85.3951,Japaninkieliset sarjakuvat
85.3955,Koreankieliset sarjakuvat
85.396,Afrikkalaisilla kielillä julkaistut sarjakuvat
85.398,Eskimo- ja intiaanikielillä julkaistut sarjakuvat
85.399,Muilla ei-indoeurooppalaisilla kielillä julkaistut sarjakuvat
85.3991,Keinotekoisilla kielillä julkaistut sarjakuvat
86,KIRJALLISUUSTIEDE
86.01,Kirjallisuuden estetiikka. Runousoppi
86.03,Kirjallisuustieteen hakuteokset. Kirjailijamatrikkelit
86.07,Kaunokirjallisuuden kirjoittaminen ja kääntäminen
86.1,Yleinen kirjallisuudenhistoria
86.11,Lasten- ja nuortenkirjallisuuden historia ja tutkimus
86.12,Kaunokirjallisuuden aihepiirien historia ja tutkimus
86.13,Sarjakuvien historia ja tutkimus
86.14,Kansanrunouden historia ja tutkimus
86.18,Tietokirjallisuuden historia ja tutkimus
86.19,Euroopan kirjallisuuden historia ja tutkimus
86.192,"Vanhan ja keskiajan kirjallisuus, Eurooppa"
86.193,"Uuden ajan kirjallisuus, Eurooppa"
86.1934,"Nykyajan kirjallisuus, Eurooppa"
86.2,Suomen ja suomalais-ugrilaisten kielten kirjallisuuden historia ja tutkimus
86.21,Suomenkielisen kansanrunouden historia ja tutkimus
86.22,Suomenruotsalaisen kirjallisuuden historia ja tutkimus
86.23,Vironkielisen kirjallisuuden historia ja tutkimus
86.24,Muiden itämerensuomalaisten kielten kirjallisuuden historia ja tutkimus
86.25,Muiden suomalais-ugrilaisten kielten kirjallisuuden historia ja tutkimus
86.251,Unkarinkielisen kirjallisuuden historia ja tutkimus
86.252,Saamenkielisen kirjallisuuden historia ja tutkimus
86.3,Pohjoismaisten kielten kirjallisuuden historia ja tutkimus
86.31,Ruotsinkielisen kirjallisuuden historia ja tutkimus
86.32,Norjankielisen kirjallisuuden historia ja tutkimus
86.33,Tanskankielisen kirjallisuuden historia ja tutkimus
86.34,Islanninkielisen kirjallisuuden historia ja tutkimus
86.35,Fäärinkielisen kirjallisuuden historia ja tutkimus
86.4,Saksankielisen kirjallisuuden historia ja tutkimus
86.43,Friisinkielisen kirjallisuuden historia ja tutkimus
86.48,Hollanninkielisen kirjallisuuden historia ja tutkimus
86.5,Englanninkielisen kirjallisuuden historia ja tutkimus
86.53,Amerikan englanninkielisen kirjallisuuden historia ja tutkimus
86.54,Australian ja Uuden-Seelannin englanninkielisen kirjallisuuden historia ja tutkimus
86.56,Etelä-Afrikan englanninkielisen kirjallisuuden historia ja tutkimus
86.6,Romaanisten kielten kirjallisuuden historia ja tutkimus
86.61,Ranskankielisen kirjallisuuden historia ja tutkimus
86.62,Italiankielisen kirjallisuuden historia ja tutkimus
86.63,Espanjankielisen kirjallisuuden historia ja tutkimus
86.633,Amerikan espanjankielisen kirjallisuuden historia ja tutkimus
86.64,Portugalinkielisen kirjallisuuden historia ja tutkimus
86.65,Romaniankielisen kirjallisuuden historia ja tutkimus
86.67,Muiden romaanisten kielten kirjallisuuden historia ja tutkimus
86.7,Slaavilaisten ja balttilaisten kielten kirjallisuuden historia ja tutkimus
86.71,Venäjänkielisen kirjallisuuden historia ja tutkimus
86.72,Ukrainankielisen kirjallisuuden historia ja tutkimus. Valkovenäjänkielisen kirjallisuuden historia ja tutkimus
86.73,Puolankielisen kirjallisuuden historia ja tutkimus
86.74,Tsekinkielisen kirjallisuuden historia ja tutkimus
86.75,Slovakinkielisen kirjallisuuden historia ja tutkimus
86.76,Eteläslaavilaisten kielten kirjallisuuden historia ja tutkimus
86.761,Bulgariankielisen kirjallisuuden historia ja tutkimus
86.762,Makedoniankielisen kirjallisuuden historia ja tutkimus
86.763,Sloveeninkielisen kirjallisuuden historia ja tutkimus
86.764,Serbiankielisen kirjallisuuden historia ja tutkimus
86.765,Kroaatinkielisen kirjallisuuden historia ja tutkimus
86.766,Bosniankielisen kirjallisuden historia ja tutkimus
86.78,Balttilaisten kielten kirjallisuuden historia ja tutkimus
86.781,Latviankielisen kirjallisuuden historia ja tutkimus
86.782,Liettuankielisen kirjallisuuden historia ja tutkimus
86.8,Muiden indoeurooppalaisten kielten kirjallisuuden historia ja tutkimus
86.82,Nykykreikankielisen kirjallisuuden historia ja tutkimus
86.83,Indoiraanisten kielten kirjallisuuden historia ja tutkimus
86.831,Persiankielisen kirjallisuuden historia ja tutkimus
86.832,Kurdinkielisen kirjallisuuden historia ja tutkimus
86.84,Albaniankielisen kirjallisuuden historia ja tutkimus
86.88,Kelttiläisten kielten kirjallisuuden historia ja tutkimus
86.9,Muiden kielten kirjallisuuden historia ja tutkimus
86.91,Turkinkielisen kirjallisuuden historia ja tutkimus
86.92,Seemiläisten kielten kirjallisuuden historia ja tutkimus
86.922,Hepreankielisen kirjallisuuden historia ja tutkimus
86.923,Arabiankielisen kirjallisuuden historia ja tutkimus
86.93,Haamilaisten kielten kirjallisuuden historia ja tutkimus. Somalinkielisen kirjallisuuden historia ja tutkimus
86.94,Tiibetiläis-burmalaisten kielten kirjallisuuden historia ja tutkimus
86.943,Kiinankielisen kirjallisuuden historia ja tutkimus
86.946,Thainkielisen kirjallisuuden historia ja tutkimus
86.948,Vietnaminkielisen kirjallisuuden historia ja tutkimus
86.95,Japanin- ja koreankielisen kirjallisuuden historia ja tutkimus
86.951,Japaninkielisen kirjallisuuden historia ja tutkimus
86.955,Koreankielisen kirjallisuuden historia ja tutkimus
86.96,Afrikkalaisten kielten kirjallisuuden historia ja tutkimus
86.98,Eskimo- ja intiaanikielten kirjallisuuden historia ja tutkimus
86.99,Muiden ei-indoeurooppalaisten kielten kirjallisuuden historia ja tutkimus
86.991,Keinotekoisten kielten kirjallisuuden historia ja tutkimus
87,KIELITIEDE
87.01,Kielifilosofia
87.038,Sanakirjat
87.3,Kielioppi. Muoto-oppi. Sanaoppi
87.4,Äänneoppi
87.5,Kääntäminen. Tulkkaus
87.9,Etymologia. Onomastiikka
88,SUOMALAIS-UGRILAISET KIELET
88.2,Suomen kieli
88.23,"Suomen kielen kielioppi, muoto-oppi ja sanaoppi"
88.24,Suomen kielen äänneoppi
88.25,Suomen kielen murteet
88.252,Kveenin kieli
88.29,Suomen kielen etymologia ja onomastiikka
88.3,Viron kieli
88.4,Muut itämerensuomalaiset kielet
88.5,Muut suomalais-ugrilaiset kielet
88.51,Unkarin kieli
88.52,Saamen kieli
89,INDOEUROOPPALAISET KIELET. MUUT KIELET
89.3,Pohjoismaiset kielet
89.31,Ruotsin kieli
89.313,"Ruotsin kielen kielioppi, muoto-oppi ja sanaoppi"
89.314,Ruotsin kielen äänneoppi
89.315,Ruotsin kielen murteet
89.319,Ruotsin kielen etymologia ja onomastiikka
89.32,Norjan kieli
89.33,Tanskan kieli
89.34,Islannin kieli
89.35,Fäärin kieli
89.4,Germaaniset kielet
89.41,Saksan kieli
89.415,Jiddin kieli
89.43,Friisin kieli
89.48,Hollannin kieli
89.5,Englannin kieli
89.54,Amerikanenglanti
89.6,Romaaniset kielet
89.61,Ranskan kieli
89.62,Italian kieli
89.63,Espanjan kieli
89.64,Portugalin kieli
89.65,Romanian kieli
89.67,Muut romaaniset kielet
89.7,Slaavilaiset ja balttilaiset kielet
89.71,Venäjän kieli
89.72,Ukrainan kieli. Valkovenäjän kieli
89.73,Puolan kieli
89.74,Tsekin kieli
89.75,Slovakin kieli
89.76,Eteläslaavilaiset kielet
89.761,Bulgarian kieli
89.762,Makedonian kieli
89.763,Sloveenin kieli
89.764,Serbian kieli
89.765,Kroaatin kieli
89.766,Bosnian kieli
89.78,Balttilaiset kielet
89.781,Latvian kieli
89.782,Liettuan kieli
89.8,Muut indoeurooppalaiset kielet
89.81,Kreikan kieli
89.812,Nykykreikan kieli
89.82,Latinan kieli
89.83,Indoiraaniset kielet
89.831,Persian kieli
89.832,Kurdin kieli
89.84,Albanian kieli
89.88,Kelttiläiset kielet
89.9,Muut kielet
89.91,Uralilaiset kielet. Altailaiset kielet
89.912,Turkin kieli
89.92,Seemiläiset kielet
89.922,Heprean kieli
89.923,Arabian kieli
89.93,Haamilaiset kielet. Somalin kieli
89.94,Tiibetiläis-burmalaiset kielet
89.943,Kiinan kieli
89.946,Thain kieli
89.948,Vietnamin kieli
89.95,Japanin kieli. Korean kieli
89.951,Japanin kieli
89.955,Korean kieli
89.96,Afrikan kielet
89.98,Eskimokielet. Intiaanikielet
89.99,Muut ei-indoeurooppalaiset kielet
89.991,Keinotekoiset kielet
89.999,Viittomakieli
9,HISTORIA
90,HISTORIANTUTKIMUS. YLEINEN KULTTUURIHISTORIA YLEINEN SOTAHISTORIA. YLEINEN ARKEOLOGIA
90.02,Historialliset maailmankartat ja -kartastot
90.1,Historianfilosofia. Kulttuurifilosofia
90.2,Yleinen kulttuurihistoria
90.21,Muoti ja muodin historia
90.22,Erotiikan historia
90.3,Yleinen sotahistoria
90.34,Ensimmäinen maailmansota 1914-1918
90.35,Toinen maailmansota 1939-1945
90.4,Yleinen arkeologia
90.5,Historian aputieteet
90.51,Yleinen kronologia ja kronografia
90.52,Rahatiede. Mitalitiede
90.53,Vaakunatiede. Sinettitiede
90.54,Kunniamerkit. Arvonimet
91,MAAILMANHISTORIA. EUROOPAN HISTORIA
91.1,Vanha aika
91.11,"Vanha aika, Egyptin historia"
91.17,"Vanha aika, antiikin historia"
91.172,"Vanha aika, antiikin Kreikan historia"
91.173,"Vanha aika, antiikin Rooman historia"
91.6,Keskiaika
91.7,Uusi aika
91.8,Uusin aika
91.81,Nykyaika
92,SUOMEN HISTORIA
92.1,"Suomen historia, esi- ja varhaishistoria"
92.2,"Suomen historia, keskiaika"
92.4,"Suomen historia, Ruotsin suurvalta-aika"
92.5,"Suomen historia, vapauden aika ja kustavilainen aika"
92.6,"Suomen historia, autonomian aika"
92.68,"Suomen historia, itsenäisyysliike ja itsenäistyminen"
92.7,"Suomen historia, itsenäisyyden aika"
92.71,Suomen historia v. 1917-1920
92.72,Suomen historia v. 1921-1938
92.73,Suomen historia v. 1939-1945
92.74,Suomen historia vuodesta 1946-
92.8,"Suomen historia, paikallishistoria"
92.81,Varsinais-Suomen historia
92.82,Ahvenanmaan historia
92.83,Uudenmaan historia
92.831,Läntinen Uusimaa
92.833,Pääkaupunkiseudun historia
92.834,Itä-Uudenmaan historia
92.84,Hämeen ja Keski-Suomen historia
92.841,Kanta-Hämeen historia
92.842,Päijät-Hämeen historia
92.843,Pirkanmaan historia
92.845,Keski-Suomen historia
92.85,Satakunnan historia
92.86,Savon historia
92.861,Etelä-Savon historia
92.862,Pohjois-Savon historia
92.87,Karjalan historia
92.874,Etelä-Karjalan historia
92.875,Kymenlaakson historia
92.876,Pohjois-Karjalan historia
92.88,Pohjanmaan historia
92.881,Vaasan rannikkoseudun historia
92.882,Pohjois-Pohjanmaan historia
92.883,Keski-Pohjanmaan historia
92.884,Etelä-Pohjanmaan historia
92.885,Kainuun historia
92.89,Lapin historia
92.9,Suomenruotsalaisten historia
93,POHJOISMAIDEN HISTORIA
93.1,Ruotsin historia
93.11,Ruotsin historia vuoteen 1523
93.12,Ruotsin historia v. 1524-1718
93.13,Ruotsin historia v. 1719-1809
93.14,Ruotsin historia v. 1810-1905
93.15,Ruotsin historia vuodesta 1906
93.2,Norjan historia
93.3,Tanskan historia
93.32,Färsaarten historia
93.4,Islannin historia
93.5,Pohjoiskalotin historia
94,KESKI-EUROOPAN HISTORIA
94.1,Saksan historia
94.11,"Saksan historia, vanha aika ja keskiaika"
94.12,"Saksan historia, uusi aika"
94.3,Tšekin ja Slovakian historia
94.31,Tšekin historia
94.32,Slovakian historia
94.4,Itävallan historia
94.5,Unkarin historia
94.6,Sveitsin historia
94.7,Liechtensteinin historia
94.8,Benelux-maiden historia
94.81,Belgian historia
94.82,Alankomaiden historia
94.83,Luxemburgin historia
95,BRITTEIN SAARTEN HISTORIA
95.1,Ison-Britannian historia
95.11,"Ison-Britannian historia, vanha aika ja keskiaika"
95.12,"Ison-Britannian historia, uusi aika"
95.13,"Ison-Britannian historia, nykyaika"
95.7,Irlannin historia
95.71,Irlannin tasavallan historia
95.72,Pohjois-Irlannin historia
96,ETELÄ-EUROOPAN HISTORIA
96.1,Ranskan historia
96.11,"Ranskan historia, vanha ja keskiaika"
96.12,"Ranskan historia, uusi aika"
96.13,"Ranskan historia, nykyaika"
96.19,Monacon historia
96.2,Italian historia
96.22,Vatikaanin historia
96.23,San Marinon historia
96.3,Espanjan historia
96.32,Andorran historia
96.4,Portugalin historia
96.5,Maltan historia
96.8,Balkanin maiden historia
96.81,Bulgarian historia
96.82,Romanian historia
96.83,Entisen Jugoslavian alueen historia
96.831,Bosnia ja Hertsegovinan historia
96.832,Kosovon historia
96.833,Kroatian historia
96.834,Pohjois-Makedonian historia
96.835,Montenegron historia
96.836,Serbian historia
96.837,Slovenian historia
96.84,Albanian historia
96.85,Kreikan historia
97,ITÄ-EUROOPAN HISTORIA
97.1,Venäjän ja Neuvostoliiton historia
97.13,Venäjä vuoteen 1917
97.14,Neuvostoliiton historia 1917-1991
97.141,Neuvostoliiton historia v. 1917-1938
97.142,Neuvostoliiton historia v. 1939-1945
97.143,Neuvostoliiton historia v. 1946-1991
97.15,Venäjä vuodesta 1992
97.2,Baltian maiden historia
97.21,Viron historia
97.22,Latvian historia
97.23,Liettuan historia
97.3,Puolan historia
97.4,Ukrainan historia
97.5,Valko-Venäjän historia
97.6,Moldovan historia
98,MUIDEN MAANOSIEN HISTORIA
98.1,Aasian historia
98.111,Turkin historia
98.112,Kyproksen historia
98.114,Israelin ja Palestiinan historia
98.13,Etelä-Aasian historia
98.132,Intian historia
98.14,Kaakkois-Aasian historia
98.17,"Armenian, Azerbaidzanin, Georgian, Kazakstanin, Kirgisian, Tadzikistanin, Turkmenistanin ja Uzbekistanin historia"
98.18,Keski- ja Itä-Aasian historia
98.183,Kiinan historia
98.184,Japanin historia
98.2,Afrikan historia
98.21,Pohjois-Afrikan historia
98.25,Länsi-Afrikan historia
98.27,Itä-Afrikan historia
98.28,Etelä-Afrikan historia
98.29,Afrikan saarten historia
98.3,Amerikan historia
98.31,Pohjois-Amerikan historia
98.312,Yhdysvaltojen historia
98.3121,Yhdysvaltojen historia vuoteen 1775
98.3122,Yhdysvaltojen historia v. 1775-1860
98.3123,Yhdysvaltojen historia v. 1861-1945
98.3124,Yhdysvaltojen historia vuodesta 1946
98.313,Kanadan historia
98.314,Meksikon historia
98.35,Väli-Amerikan historia
98.355,Keski-Amerikan historia
98.356,Karibianmeren alueen historia
98.38,Etelä-Amerikan historia
98.381,Venezuelan historia
98.382,Kolumbian historia
98.383,Perun historia
98.385,Chilen historia
98.386,Argentiinan historia
98.388,Brasilian historia
98.5,Australian ja Oseanian historia
98.51,Australian historia
98.54,Uuden-Seelannin historia
98.56,Uuden-Guinean historia
98.57,Tyynenmeren saarten historia
98.575,Havaijin historia
98.6,Napamaiden historia
98.61,Pohjoiset napamaat. Arktis
98.62,Eteläiset napamaat. Antarktis
99,HENKILÖ- JA SUKUHISTORIA
99.1,Elämäkerrat. Muistelmat
99.11,"Elämäkerrat. Muistelmat, filosofit ja psykologit"
99.12,"Elämäkerrat. Muistelmat, uskontojen ja kirkkokuntien edustajat"
99.13,"Elämäkerrat. Muistelmat, yhteiskuntaelämän, kasvatuksen ja maanpuolustuksen edustajat"
99.139,"Elämäkerrat. Muistelmat, sotamuistelmat"
99.14,"Elämäkerrat. Muistelmat, maantieteilijät, tutkimusmatkailijat ja kansatieteilijät"
99.15,"Elämäkerrat. Muistelmat, luonnontieteilijät ja lääketieteen edustajat"
99.16,"Elämäkerrat. Muistelmat, Tekniikan, tuotantoelämän, kaupan ja talouselämän edustajat"
99.17,"Elämäkerrat. Muistelmat, taiteentutkijat ja urheilututkijat"
99.18,"Elämäkerrat. Muistelmat, kielitieteilijät, kirjallisuudentutkijat"
99.19,"Elämäkerrat. Muistelmat, historioitsijat, arkeologit, löytöretkeilijät"
99.2,Elämäkerralliset hakuteokset
99.21,"Elämäkerralliset hakuteokset, Filosofit. Psykologit"
99.22,"Elämäkerralliset hakuteokset, Uskontojen ja kirkkokuntien edustajat"
99.23,"Elämäkerralliset hakuteokset, Yhteiskuntaelämän, kasvatuksen ja maanpuolustuksen edustajat"
99.24,"Elämäkerralliset hakuteokset, Maantieteilijät. Tutkimusmatkailijat. Kansatieteilijät"
99.25,"Elämäkerralliset hakuteokset, Luonnontieteilijät. Lääketieteen edustajat"
99.26,"Elämäkerralliset hakuteokset, Tekniikan, tuotantoelämän, kaupan ja talouselämän edustajat"
99.27,"Elämäkerralliset hakuteokset, Taiteentutkijat. Urheilututkijat"
99.28,"Elämäkerralliset hakuteokset, Kielitieteilijät. Kirjallisuudentutkijat"
99.29,"Elämäkerralliset hakuteokset, Historioitsijat. Arkeologit. Löytöretkeilijät"
99.3,Sukuhistoria. Sukututkimus
99.31,Sukukirjat. Sukutaulut
