notation,prefLabel
985.1,Pohjois-Afrikan historia
985.2,"Länsi-, Itä- ja Keski-Afrikan historia"
985.3,Etelä-Afrikan historia
987,Amerikan historia
987.1,Kanadan historia
987.2,Yhdysvaltojen historia
987.21,Yhdysvaltojen historia vuoteen 1775
987.22,Yhdysvaltojen historia 1775-1860
987.23,Yhdysvaltojen historia 1861-1938
987.24,Yhdysvaltojen historia 1939-
987.3,Keski-Amerikan historia
988,Etelä-Amerikan historia
989,Australian ja Oseanian sekä napamaiden historia
990,HENKILÖ- JA SUKUHISTORIA
990.03,Elämäkerralliset hakuteokset
990.1,Suomi
990.103,Suomen yleiset elämäkerralliset hakuteokset
991,Filosofit. Psykologit. Kasvatustieteiden edustajat
991.1,Suomi
992,Uskontojen ja kirkkokuntien edustajat
992.1,Suomi
993,"Yhteiskuntaelämän, joukkotiedotuksen, liikenteen ja maanpuolustuksen edustajat"
993.1,Suomi
994,Maantieteilijät. Tutkimusmatkailijat. Löytöretkeilijät.Kansatieteilijät. Antropologit
994.1,Suomi
995,Luonnontieteilijät. Matemaatikot
995.1,Suomi
996,"Lääketieteen, tuotantoelämän, tekniikan, kaupan ja talous-elämän edustajat"
996.1,Suomi
997,Humanististen tieteiden edustajat
997.1,Suomi
999,Sukuhistoria. Sukututkimus
999.1,Sukututkimuksen historia ja menetelmät
